Time (Sec);S1;S2;S3;S4;S5;S6;S7;S8;S13;S15;S16;S18;S19;S20;S21;S22;S9;S10;S11;S14;S17;S12;
0.0;19160.0;50.0;50.0;50.0;50.0;50.0;50.0;50.0;50.0;50.0;50.0;50.0;50.0;50.0;50.0;50.0;50.0;50.0;50.0;50.0;50.0;50.0;
0.10333333333333332;19160.0;49.83009120000002;49.83009120000002;49.83009120000002;49.83009120000002;49.83009120000002;49.83009120000002;49.83009120000002;49.83009120000002;49.83009120000002;49.83009120000002;49.83009120000002;49.83009120000002;49.83009120000002;49.83009120000002;49.83009120000002;49.83009120000002;49.83009120000002;49.83009120000002;49.83009120000002;49.83009120000002;49.83009120000002;
0.20333333333333337;19160.0;49.829091199999986;49.829091199999986;49.829091199999986;49.829091199999986;49.829091199999986;49.829091199999986;49.829091199999986;49.829091199999986;49.829091199999986;49.829091199999986;49.829091199999986;49.829091199999986;49.829091199999986;49.829091199999986;49.829091199999986;49.829091199999986;49.829091199999986;49.829091199999986;49.829091199999986;49.829091199999986;49.829091199999986;
0.3033333333333334;19160.0;49.82809119999995;49.82809119999995;49.82809119999995;49.82809119999995;49.82809119999995;49.82809119999995;49.82809119999995;49.82809119999995;49.82809119999995;49.82809119999995;49.82809119999995;49.82809119999995;49.82809119999995;49.82809119999995;49.82809119999995;49.82809119999995;49.82809119999995;49.82809119999995;49.82809119999995;49.82809119999995;49.82809119999995;
0.4033333333333335;19160.0;49.82709119999992;49.82709119999992;49.82709119999992;49.82709119999992;49.82709119999992;49.82709119999992;49.82709119999992;49.82709119999992;49.82709119999992;49.82709119999992;49.82709119999992;49.82709119999992;49.82709119999992;49.82709119999992;49.82709119999992;49.82709119999992;49.82709119999992;49.82709119999992;49.82709119999992;49.82709119999992;49.82709119999992;
0.5033333333333335;19160.0;49.82609119999989;49.82609119999989;49.82609119999989;49.82609119999989;49.82609119999989;49.82609119999989;49.82609119999989;49.82609119999989;49.82609119999989;49.82609119999989;49.82609119999989;49.82609119999989;49.82609119999989;49.82609119999989;49.82609119999989;49.82609119999989;49.82609119999989;49.82609119999989;49.82609119999989;49.82609119999989;49.82609119999989;
0.6033333333333336;19160.0;49.825091199999854;49.825091199999854;49.825091199999854;49.825091199999854;49.825091199999854;49.825091199999854;49.825091199999854;49.825091199999854;49.825091199999854;49.825091199999854;49.825091199999854;49.825091199999854;49.825091199999854;49.825091199999854;49.825091199999854;49.825091199999854;49.825091199999854;49.825091199999854;49.825091199999854;49.825091199999854;49.825091199999854;
0.7033333333333337;19160.0;49.82409119999982;49.82409119999982;49.82409119999982;49.82409119999982;49.82409119999982;49.82409119999982;49.82409119999982;49.82409119999982;49.82409119999982;49.82409119999982;49.82409119999982;49.82409119999982;49.82409119999982;49.82409119999982;49.82409119999982;49.82409119999982;49.82409119999982;49.82409119999982;49.82409119999982;49.82409119999982;49.82409119999982;
0.8033333333333338;19160.0;49.82309119999979;49.82309119999979;49.82309119999979;49.82309119999979;49.82309119999979;49.82309119999979;49.82309119999979;49.82309119999979;49.82309119999979;49.82309119999979;49.82309119999979;49.82309119999979;49.82309119999979;49.82309119999979;49.82309119999979;49.82309119999979;49.82309119999979;49.82309119999979;49.82309119999979;49.82309119999979;49.82309119999979;
0.9033333333333339;19160.0;49.822091199999754;49.822091199999754;49.822091199999754;49.822091199999754;49.822091199999754;49.822091199999754;49.822091199999754;49.822091199999754;49.822091199999754;49.822091199999754;49.822091199999754;49.822091199999754;49.822091199999754;49.822091199999754;49.822091199999754;49.822091199999754;49.822091199999754;49.822091199999754;49.822091199999754;49.822091199999754;49.822091199999754;
